source_file,platform,source_type,category,title,content,priority,allowed_for_answer,needs_backend_api,risk_note,original_key,original_group
data/raw/jd/京东话术.txt,JD,script_template,其他,"勃肯鞋泛白问题 bkx,3",反绒皮、猪巴戈(革)可用专用鞋粉来打理，切忌水洗！先用软毛刷将鞋子的表面灰尘刷掉，然后用鞋粉笔顺着一个方向涂抹;鞋子须保持干燥，雨天不宜穿着，若被弄湿受湖将其置于阴凉通凤处自然吹干，用于布轻擦去污哦亲~,70,TRUE,FALSE,,"bkx,3",勃肯鞋泛白问题
data/raw/jd/京东话术.txt,JD,aftersales_rule,质量问题,"勃肯鞋泛白问题 bkx,4",这个鞋垫左右两侧 ，为了保证鞋型的美观，是有用胶粘固定鞋垫 ，可能时间久了就胶粘的效果减弱，这个不属于质量问题呢。,90,TRUE,FALSE,,"bkx,4",勃肯鞋泛白问题
data/raw/jd/京东话术.txt,JD,script_template,质量问题,"勃肯鞋泛白问题 ds,1",亲，理解您对掉色的担心～勃肯新鞋初期会有一点自然浮色，属于正常的工艺现象，不影响品质和使用,70,TRUE,FALSE,,"ds,1",勃肯鞋泛白问题
data/raw/jd/京东话术.txt,JD,aftersales_rule,质量问题,"勃肯鞋泛白问题 ds,2",亲，勃肯鞋新鞋初期出现轻微掉色是正常工艺现象，不属于质量问题，也不符合 7 天无理由退货标准,90,TRUE,FALSE,,"ds,2",勃肯鞋泛白问题
data/raw/jd/京东话术.txt,JD,script_template,其他,"道歉话术 bq,2",实在是很抱歉给您添麻烦了,70,TRUE,FALSE,,"bq,2",道歉话术
data/raw/jd/京东话术.txt,JD,script_template,其他,"道歉话术 bq,1",真是抱歉！给您添麻烦啦！,70,TRUE,FALSE,,"bq,1",道歉话术
data/raw/jd/京东话术.txt,JD,script_template,其他,"道歉话术 bq,3",实在是很抱歉呢，影响到您的购买体验了呢,70,TRUE,FALSE,,"bq,3",道歉话术
data/raw/jd/京东话术.txt,JD,script_template,其他,"道歉话术 bq,4",非常抱歉给亲亲造成的困扰，很抱歉出现这样的问题，同时也感谢亲亲的及时反馈，我们会第一时间把这个问题反映给厂家让他们改进呢,70,TRUE,FALSE,,"bq,4",道歉话术
data/raw/jd/京东话术.txt,JD,script_template,其他,"道歉话术 bq,5",亲，给您添麻烦了，我们也很过意不去，希望您也不要因为我们一次的过失对我们失去信心，我们也会不断改进，希望您多多包涵哈,70,TRUE,FALSE,,"bq,5",道歉话术
data/raw/jd/京东话术.txt,JD,script_template,其他,"道歉话术 bq,6",亲，很抱歉让您有不好的感受，我们店铺对于客户的意见是非常重视的，我们会将您说的情况尽快反映给相关部门去做改进,70,TRUE,FALSE,,"bq,6",道歉话术
data/raw/jd/京东话术.txt,JD,script_template,价格补偿,"白条 bt,1",亲亲白条相当于信用卡，跟花呗差不多还款模式，首单白条一般都是有大额优惠的，到时候记得及时还款就可以了，也是很方便的，您可以选择白条或者其他支付方式都行，平台不强制的哈，请放心~,70,TRUE,FALSE,,"bt,1",白条
data/raw/jd/京东话术.txt,JD,script_template,价格补偿,"补偿话术 buc,2",鞋子是消耗品的呐亲亲，商品在穿着过程中摩擦等因素都会影响到鞋子的寿命，订单拍下到手价格也是非常划算的，考虑到您是店铺优质客户，订单为您特殊申请元补偿，还望您谅解好吗,70,TRUE,TRUE,,"buc,2",补偿话术
data/raw/jd/京东话术.txt,JD,backend_rule,换货,"补偿话术 buc,1",涉及补偿、返款、报销运费或差价处理时，需要人工客服结合订单、商品状态和平台规则核实协商，不承诺具体金额。,60,TRUE,TRUE,conservative_rewrite_from_risky_original:具体补偿金额,"buc,1",补偿话术
data/raw/jd/京东话术.txt,JD,backend_rule,价格补偿,"补偿话术 buc,4",涉及补偿、返款、报销运费或差价处理时，需要人工客服结合订单、商品状态和平台规则核实协商，不承诺具体金额。,60,TRUE,TRUE,conservative_rewrite_from_risky_original:具体补偿金额,"buc,4",补偿话术
data/raw/jd/京东话术.txt,JD,policy_rule,退货退款,"补偿话术 buc,6",每个人穿鞋方式不同哦，我们家确保正品的，您收到后有问题可以第一时间和我们联系，我们都可以给您退换，但是您穿过后才出现的问题，每个人穿鞋方式不同哦，我们只能给您补偿处理的呢，影响第二次销售的鞋子都不支持退换的哦。,90,FALSE,FALSE,需要人工处理,"buc,6",补偿话术
data/raw/jd/京东话术.txt,JD,script_template,价格补偿,"补偿话术 buc,5",理解您的心情亲亲，您联系过来咱也想和您协商处理好，因鞋子的寿命和个人穿着习惯以及养护都是息息相关的，订单为您申请补偿 元可以吗,70,TRUE,TRUE,,"buc,5",补偿话术
data/raw/jd/京东话术.txt,JD,script_template,价格补偿,"补偿话术 by,1",定期清洁鞋子，用湿布轻拭(注意不要用太多的水)，污垢多的地方可以挤些牙膏在上面，再用牙刷清洁 一下，清洁应将鞋面擦干，切勿用刷子猛刷。,70,TRUE,FALSE,,"by,1",补偿话术
data/raw/jd/京东话术.txt,JD,script_template,价格补偿,"补偿话术 by,2",避免鞋子浸水、曝晒及火烤，以免造成鞋子变形及鞋面断裂。 切忌鞋子接触酸、碱、油等腐蚀性溶剂。,70,TRUE,FALSE,,"by,2",补偿话术
data/raw/jd/京东话术.txt,JD,script_template,尺码问题,"尺码 bz,1",这个是标准码呢 正常拍就可以呢,80,TRUE,FALSE,,"bz,1",尺码
data/raw/jd/京东话术.txt,JD,script_template,尺码问题,"尺码 bz,2",亲爱的 这款是标准码的，正常码数的哈 正码正拍就行的哦~,80,TRUE,TRUE,需要结合商品信息,"bz,2",尺码
data/raw/jd/京东话术.txt,JD,script_template,尺码问题,"尺码 bz,5",脚宽、脚胖、脚背高建议大一码选择哈~,80,TRUE,FALSE,,"bz,5",尺码
data/raw/jd/京东话术.txt,JD,script_template,尺码问题,"尺码 bz,3","这款是标准的运动尺码呢，是正常的尺码哈，按您平常的习惯选择哦,脚宽、脚胖、脚背高的 建议大一码选择哈",80,TRUE,TRUE,需要结合商品信息,"bz,3",尺码
data/raw/jd/京东话术.txt,JD,script_template,尺码问题,"尺码 c,1",不偏码呢,80,TRUE,TRUE,需要结合商品信息,"c,1",尺码
data/raw/jd/京东话术.txt,JD,script_template,尺码问题,"尺码 c,2",写了标准码的拍正常码，写了偏小一码的要拍大一码，写了请选大一码的拍大一码，啥都没写的拍正常码,80,TRUE,FALSE,,"c,2",尺码
data/raw/jd/京东话术.txt,JD,product_info,尺码问题,"尺码 c,3",按照脚长和鞋底长度买鞋子是不准的呢 按照平时的码数就行,80,TRUE,FALSE,,"c,3",尺码
data/raw/jd/京东话术.txt,JD,script_template,尺码问题,"尺码 c,4",麻烦您提供一下平时鞋码 这边给您参考下哦～,80,TRUE,TRUE,需要结合商品信息,"c,4",尺码
data/raw/jd/京东话术.txt,JD,script_template,尺码问题,"尺码 cm,2",可以拍 的呢 就相差5mm 相差不大哦 可以穿的呢,80,TRUE,TRUE,需要结合商品信息,"cm,2",尺码
data/raw/jd/京东话术.txt,JD,script_template,尺码问题,"尺码 cm,3",尺码合适男女都可以穿的呢,80,TRUE,FALSE,,"cm,3",尺码
data/raw/jd/京东话术.txt,JD,script_template,尺码问题,"尺码 cm,4",一个码数相差0.5cm 您根据自己的试穿效果决定换多大码数呢,80,TRUE,FALSE,,"cm,4",尺码
data/raw/jd/京东话术.txt,JD,script_template,尺码问题,"尺码 cmb,1",这是咱家的尺码表呢 您可以参考下,80,TRUE,FALSE,,"cmb,1",尺码
data/raw/jd/京东话术.txt,JD,aftersales_rule,质量问题,"细微工艺区别 cb,1",亲，鞋头这种细微差别是正常工艺现象，每双鞋子在生产、定型、车缝时会有微小差异，不属于质量问题，不影响穿着和美观哦,90,TRUE,FALSE,,"cb,1",细微工艺区别
data/raw/jd/京东话术.txt,JD,aftersales_rule,质量问题,"细微工艺区别 cb,2",亲，鞋子属于轻工制品，国标允许鞋头、鞋舌等部位存在微小差异，只要不影响穿着和功能，都属于正常合格范围，不是质量问题哈。,90,TRUE,FALSE,,"cb,2",细微工艺区别
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"催付话术 cf,1",亲 早拍早享受哦，您现在拍下这边联系仓库优先给您安排发货哈,90,TRUE,FALSE,,"cf,1",催付话术
data/raw/jd/京东话术.txt,JD,script_template,其他,"催付话术 cf,2",看您还没有付款呢 您是在犹豫什么问题吗？方便的话我来帮您解答哈,70,TRUE,FALSE,,"cf,2",催付话术
data/raw/jd/京东话术.txt,JD,policy_rule,换货,"催付话术 cf,3","您喜欢就拍下吧，如果收到不满意的话在不影响我们二次销售的情况下，我们是支持7天无理由退换货的哦， 收到有任何问题及时联系我们都会优先帮您安排处理的，请您放心购买呢！
~",90,TRUE,FALSE,,"cf,3",催付话术
data/raw/jd/京东话术.txt,JD,script_template,其他,"催付话术 cuifu,1",您还有什么疑问的吗 合适的话您早点拍下付款的呢 ~好尽快安排发出的哦,70,TRUE,FALSE,,"cuifu,1",催付话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"催付话术 cuifu,7",喜欢就早点拍下呢 早拍早发货的哦,90,TRUE,FALSE,,"cuifu,7",催付话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"催付话术 cuifu,4",宝贝 您早点下单呢 下单后这边安排仓库优先给您发货呢,90,TRUE,FALSE,,"cuifu,4",催付话术
data/raw/jd/京东话术.txt,JD,product_info,商品咨询,"催付话术 cuifu,3",亲爱的，我们鞋子的面料、做工都很精细，而且出厂前都经过严格质检，喜欢的话可以拍下来穿看看效果~,80,TRUE,FALSE,,"cuifu,3",催付话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"催付话术 cuifu,2",亲，您看的宝贝很不错哟，喜欢的话就尽早拍下付款吧，我们也好尽早为您安排发货哦,90,TRUE,FALSE,,"cuifu,2",催付话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"催付话术 cuifu,5",亲爱哒，还在吗~不知道什么原因让您停住了脚步呢，我们已经在安排发货了，看到您的订单还没有支付，这边提醒您尽快付款我们会优先安排发出的哦,90,TRUE,TRUE,,"cuifu,5",催付话术
data/raw/jd/京东话术.txt,JD,shipping_rule,换货,"催付话术 cuifu,7",心动不如行动，喜欢就付款哦，光看图片怎么能知道适不适合自己呐？先买到家试试在说，对不对？真要是不合适的话咱家也是支持退换货的，解决您的后顾之忧，您这边付款后，我们这边会尽快给您发货的哦~,90,TRUE,FALSE,,"cuifu,7",催付话术
data/raw/jd/京东话术.txt,JD,script_template,其他,"催付话术 dd,1",这边看您还没有下单呢 是有什么问题吗 有问题随时问我哦,70,TRUE,FALSE,,"dd,1",催付话术
data/raw/jd/京东话术.txt,JD,script_template,其他,"催付话术 dd,2",这边看您取消了订单呢 是有什么问题吗 有问题随时来问我哦,70,TRUE,TRUE,,"dd,2",催付话术
data/raw/jd/京东话术.txt,JD,script_template,价格补偿,"差价话术 cj,3",亲亲 差价在京东--我的--客户服务---价格保护里面申请哦,70,TRUE,FALSE,,"cj,3",差价话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"差价话术 cj,1",亲亲，已为您加急催促发货，仓库会尽快处理，请您稍等。,90,FALSE,TRUE,需要人工处理,"cj,1",差价话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"差价话术 cj,2",亲亲 已经催促仓库尽快安排发货了呢 您稍等哈~,90,FALSE,TRUE,需要人工处理,"cj,2",差价话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"催快递话术 ckd,1",快递公司的效率我们也控制不了 不能确保到货时间呢 我们给您催催的哈,90,FALSE,FALSE,需要人工处理,"ckd,1",催快递话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"催快递话术 ckd,2",这边联系快递帮您催促下哈~,90,FALSE,TRUE,需要人工处理,"ckd,2",催快递话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"催快递话术 ckd,3",已经帮您联系快递了呢,90,FALSE,TRUE,需要人工处理,"ckd,3",催快递话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"催快递话术 ckd,5",实在不好意思让您久等了，我这边马上帮您联系快递核实最新物流，有消息第一时间通知您～,90,FALSE,TRUE,需要人工处理,"ckd,5",催快递话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"催快递话术 ckd,6",亲亲 实在是抱歉呢 小客服也想尽快给您送到呢 不是小客服给您派件呢 已经在催促了哈,90,TRUE,FALSE,,"ckd,6",催快递话术
data/raw/jd/京东话术.txt,JD,product_info,商品咨询,"材质 cq,1",超纤皮全称是“超细纤维增强PU皮革”。他具有极其优异的耐磨性能，优异的耐寒、透气、耐老化性能,80,TRUE,FALSE,,"cq,1",材质
data/raw/jd/京东话术.txt,JD,product_info,质量问题,"材质 cz,1",材质和质量您这边看商品详情都有写的哦 您可以仔细参考一下哦,70,TRUE,FALSE,,"cz,1",材质
data/raw/jd/京东话术.txt,JD,product_info,商品咨询,"材质 eva,1",EVA材质主要是用于登山鞋底，运动鞋底等，最大的功效就是耐磨，耐热，耐冷性能超强，也就是保证了车轮的使用寿命和安全性，而实心轮增加了胎壁的厚度，所以也能兼顾避震效果。,80,TRUE,FALSE,,"eva,1",材质
data/raw/jd/京东话术.txt,JD,product_info,商品咨询,"材质 hcg,1",亲亲，这个鞋面的话是合成革的材质不会硬的穿着轻便柔软，不会硌脚的,80,TRUE,TRUE,需要结合商品信息,"hcg,1",材质
data/raw/jd/京东话术.txt,JD,product_info,质量问题,"材质 hcg,2","鞋面采用革面具有良好的舒适特性，耐穿耐脏良好的弹性，款式新颖，质量过关
牛皮革明确指 “以牛的原皮为原料加工制成的皮革”，属于真皮的核心类别，与 “合成革”“人造革”（非动物皮材质）完全不同。
简单说：牛皮革是真皮的一种，且是目前皮具、鞋履等领域最常用的真皮材质之一。",70,TRUE,FALSE,,"hcg,2",材质
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"到货话术 daohuo,3",快递时效保证不了呢 具体以到货时间为准哈~,90,TRUE,FALSE,,"daohuo,3",到货话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"到货话术 daohuo,5",按照正常时效的话 是后天呢 但是我们也不敢一定保证 毕竟运输途中万一出现什么意外呢,90,TRUE,FALSE,,"daohuo,5",到货话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"到货话术 daohuo,2",一般2-3天左右到呢,90,TRUE,FALSE,,"daohuo,2",到货话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"掉单话术 dd,3",亲亲 实在是抱歉呢 可能是仓库那边掉单了呢 这边给您重新打单发出下可以吗,90,TRUE,FALSE,,"dd,3",掉单话术
data/raw/jd/京东话术.txt,JD,script_template,物流发货,"掉单话术 dg,2",您是想要多高的呢,70,FALSE,FALSE,需要结合上下文,"dg,2",掉单话术
data/raw/jd/京东话术.txt,JD,script_template,物流发货,"掉单话术 dg,1",这个 cm左右呢，这个高度可以吗 亲亲,70,FALSE,FALSE,需要商品信息,"dg,1",掉单话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"掉单话术 dh,2",这边收到货就会给您发货的呢,90,TRUE,FALSE,,"dh,2",掉单话术
data/raw/jd/京东话术.txt,JD,shipping_rule,退货退款,"掉单话术 dh,1",这边收到货验收后就会给您退款的呢,90,TRUE,FALSE,,"dh,1",掉单话术
data/raw/jd/京东话术.txt,JD,script_template,换货,"掉单话术 dh,3",亲亲 换货是系统收到自动换出的呢 客服操作不了提前换出呢 抱歉呢,70,TRUE,FALSE,,"dh,3",掉单话术
data/raw/jd/京东话术.txt,JD,script_template,物流发货,"掉单话术 dm,1",亲亲 新鞋刚穿会有点浮毛呢 这个不是掉毛呢 后续就不会了哈,70,TRUE,FALSE,,"dm,1",掉单话术
data/raw/jd/京东话术.txt,JD,script_template,物流发货,"掉单话术 f,1",鞋子收到合适吗 您不退不换的话这边给您返哈,70,TRUE,FALSE,,"f,1",掉单话术
data/raw/jd/京东话术.txt,JD,product_info,商品咨询,"鞋底打滑话术 fangh,4",鞋子是比较防滑，这款我们也是卖出很多的，其他客户都是表示不错的哦，但是每个地板的材质，和每个人的走路的姿势是不同的，穿的时候也要注意一下的呢，就像小孩子调皮穿再好的鞋子也会摔跤的呢,80,TRUE,FALSE,,"fangh,4",鞋底打滑话术
data/raw/jd/京东话术.txt,JD,product_info,商品咨询,"鞋底打滑话术 fangh,2",亲爱哒，您放心，咱们家鞋子鞋底是有防滑纹路设计的呢。但是在有水的光滑地面亲亲，也要注意哦~,80,TRUE,FALSE,,"fangh,2",鞋底打滑话术
data/raw/jd/京东话术.txt,JD,product_info,商品咨询,"鞋底打滑话术 fangh,4",亲爱的，这个是防滑鞋底的哈，我们鞋底都是有纹路设计的，可以增加与地面的摩檫力，从而减少打滑的现象，您可以放心购买哦~,80,TRUE,FALSE,,"fangh,4",鞋底打滑话术
data/raw/jd/京东话术.txt,JD,product_info,商品咨询,"鞋底打滑话术 fangh,1",我们的鞋子底部是精心制作防滑纹路的制作完后经过测试再测试然后批量生产的，您放心呢，防滑效果好。,80,TRUE,FALSE,,"fangh,1",鞋底打滑话术
data/raw/jd/京东话术.txt,JD,product_info,商品咨询,"鞋底打滑话术 fangh,5",亲亲您可以使用磨砂纸或砂纸摩擦鞋底。这样可以增加摩擦力和抓地力。也可以试试在鞋底贴胶带或胶布。这样可以增大鞋底的摩擦力的,80,TRUE,FALSE,,"fangh,5",鞋底打滑话术
data/raw/jd/京东话术.txt,JD,product_info,商品咨询,"鞋底打滑话术 fangh,6",新鞋打滑的原因是鞋底没有受到任何摩擦，所以比较光滑。一旦鞋底变软，形成一些细小的缝隙和擦痕，鞋子穿起来就会更防滑。一般多穿几次鞋底经过一些摩擦之后就会加大防滑力的，正常的地面是没有问题的，有水有油或者湿滑的地面您稍微小心一些的哈,80,TRUE,FALSE,,"fangh,6",鞋底打滑话术
data/raw/jd/京东话术.txt,JD,backend_rule,质量问题,"鞋底打滑话术 fc,1",涉及补偿、返款、报销运费或差价处理时，需要人工客服结合订单、商品状态和平台规则核实协商，不承诺具体金额。,60,TRUE,TRUE,conservative_rewrite_from_risky_original:具体补偿金额,"fc,1",鞋底打滑话术
data/raw/jd/京东话术.txt,JD,aftersales_rule,质量问题,"发错 fc,2",亲亲 实在抱歉呢 可能是厂家出厂的时候不小心装错鞋盒了呢 您试下可以穿吗 留下的话可以给您申请 元补偿呢，不合适也可以退换的呢,90,TRUE,FALSE,,"fc,2",发错
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"发货 fh,1",每个订单都将根据付款时间来安排发货，您拍下付款后我们会尽快为您安排，麻烦您耐心等待一下哈,90,TRUE,TRUE,,"fh,1",发货
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"发货 fh,4",亲，显示宝贝已经发货了，正在等快递揽件呢。快递站点扫描后就会更新物流信息的哦，麻烦您再耐心等待一下~,90,TRUE,TRUE,,"fh,4",发货
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"发货 fh,2",您好！我们这边一般是24小时内发货的哦，不出意外的话都是当天17点之前的订单是当天安排发货的呢！！特殊情况是48小时之内发货哦的呢。一般是先拍下先发货的嗯，按照顺序的呢,90,TRUE,FALSE,,"fh,2",发货
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"发货 fh,3","仓库春节期间，正常发货，时效48小时
具体安排： 初1、3、5休息，初2、4、6上班",90,FALSE,FALSE,时效性话术,"fh,3",发货
data/raw/jd/京东话术.txt,JD,backend_rule,价格补偿,"返现话术 fl,1",已经给您返了，1-3个工作日到账，是返到您的京东余额（京东APP-我的-我的钱包-余额，若余额为0，表示已流转至小金库），谢谢！,90,FALSE,TRUE,"涉及返现,需要人工处理","fl,1",返现话术
data/raw/jd/京东话术.txt,JD,backend_rule,价格补偿,"返现话术 fl,2",已经给您打款了，预计2-3分钟后到账呢，是返到您的京东余额（京东APP-我的-我的钱包-余额，若余额为0，表示已流转至小金库），谢谢！,90,FALSE,TRUE,"涉及返现,需要人工处理","fl,2",返现话术
data/raw/jd/京东话术.txt,JD,script_template,价格补偿,"返现话术 fx,3",我们是京东平台 只能返京东余额呢 其他的都是违规操作呢,70,TRUE,FALSE,,"fx,3",返现话术
data/raw/jd/京东话术.txt,JD,script_template,价格补偿,"返现话术 fx,2",京东余额是可以下次购物组合支付的,70,TRUE,FALSE,,"fx,2",返现话术
data/raw/jd/京东话术.txt,JD,script_template,价格补偿,"返现话术 fx,4",我们这边会在24小时之内给您安排返款的 您稍等哦,70,FALSE,FALSE,"涉及返现,需要人工处理","fx,4",返现话术
data/raw/jd/京东话术.txt,JD,backend_rule,价格补偿,"返现话术 fx,6",余额是现金，支持提现和支付抵扣的，没有使用期限的哈，下次购物的时候支付勾选下余额就可以使用，现在给您打款【】元您看可以吗,90,FALSE,TRUE,"涉及返现,需要人工处理","fx,6",返现话术
data/raw/jd/京东话术.txt,JD,backend_rule,价格补偿,"返现话术 fx,7",我给您打款哈，是到平台零钱余额里面的哈，可以提现到您的银行卡和抵扣使用，现在申请打款的，您看可以吧,90,FALSE,TRUE,"涉及返现,需要人工处理","fx,7",返现话术
data/raw/jd/京东话术.txt,JD,script_template,价格补偿,"返现话术 fx,5",好的，给您发红包哈，需开通京东小金库后领取呢，领取后可以提现也可以购物使用哈，现在给您发红包可以吗,70,FALSE,FALSE,"涉及返现,需要人工处理","fx,5",返现话术
data/raw/jd/京东话术.txt,JD,script_template,价格补偿,"返现话术 fm,1",亲亲 新鞋收到刚穿会有点浮毛呢，这个不是掉毛呢，您多抖下呢后续就不会的呢,70,TRUE,FALSE,,"fm,1",返现话术
data/raw/jd/京东话术.txt,JD,script_template,电子发票开具说明,"发票话术 fp,2",店铺支持开具电子发票。开票通常需要提供发票抬头、税号等必要信息，电子发票一般会通过平台或指定方式发送。具体开票进度和接收方式需要人工客服核实处理。,70,TRUE,TRUE,原始话术包含收集邮箱和人工登记开票操作，已改写为通用开票规则及人工核实边界。,"fp,2",发票话术
data/raw/jd/京东话术.txt,JD,script_template,电子发票开具说明,"发票话术 fp,1",收货后联系我们开发票呢,70,TRUE,TRUE,,"fp,1",发票话术
data/raw/jd/京东话术.txt,JD,script_template,其他,"发票话术 fp,3",打开京东App右下角我的——点击全部——找到鞋子的订单———点查看发票——点进去后申请开票就可以了哦！,70,TRUE,TRUE,,"fp,3",发票话术
data/raw/jd/京东话术.txt,JD,script_template,其他,"发票话术 g,2",明早9点联系我们改呢 现在改不了呢,70,TRUE,FALSE,,"g,2",发票话术
data/raw/jd/京东话术.txt,JD,script_template,其他,"发票话术 g,3",下午5点之后的订单京东系统暂时不支持修改呢，您可以明早9点联系我们改呢，或者您现在重新下单下呢，您看怎么方便呢,70,TRUE,TRUE,,"g,3",发票话术
data/raw/jd/京东话术.txt,JD,script_template,商品咨询,"发票话术 gej,1",非常感谢您选择本店的产品，型与鞋型吻合程度因人而异，磨脚和您鞋子磨合度，脚部脚型穿着方式等等有关的，新鞋建议您配合穿着柔软厚实的袜子，或者鞋垫，辛苦您试下,80,TRUE,FALSE,,"gej,1",发票话术
data/raw/jd/京东话术.txt,JD,policy_rule,质量问题,"发票话术 gf,1",按官方的质保时间呢，官方那边会根据售价和产品来定，具体的以官方说法为准呢~,90,TRUE,FALSE,,"gf,1",发票话术
data/raw/jd/京东话术.txt,JD,script_template,其他,"发票话术 h,2",这款是厚底的呢 舒适加高不累脚，显高显瘦显腿长~,70,FALSE,FALSE,需要商品信息,"h,2",发票话术
data/raw/jd/京东话术.txt,JD,shipping_rule,物流发货,"发票话术 hd,1",货到付款发京东快递呢,90,TRUE,FALSE,,"hd,1",发票话术
